Price,Close,High,Low,Open,Volume
2010-01-04,6.440330982208252,6.455076781226995,6.391278499172716,6.422876697326148,493729600
2010-01-05,6.451465606689453,6.4878788893442865,6.417459465133687,6.458086349642286,601904800
2010-01-06,6.348846435546875,6.477045280657176,6.342225692663006,6.451465539489639,552160000
2010-01-07,6.337108612060547,6.379842091769813,6.2910655648346605,6.372318521082825,477131200
2010-01-08,6.379240989685059,6.37984327724476,6.291368480282735,6.328683790652659,447610800
2010-01-11,6.3229660987854,6.409936173343546,6.273010388314571,6.403917316228298,462229600
2010-01-12,6.251039981842041,6.312732448114064,6.211918625847251,6.295277365093311,594459600
2010-01-13,6.339215278625488,6.347641677883672,6.142102947856913,6.255555984254763,605892000
2010-01-14,6.302501201629639,6.33349791012956,6.290162947869034,6.322965313279212,432894000
2010-01-15,6.197174549102783,6.367805536404338,6.195368891923551,6.34764236456958,594067600
2010-01-19,6.4713263511657715,6.47584049361326,6.2365969707888,6.269398533862063,730007600
2010-01-20,6.371718883514404,6.486675862579344,6.304609818919171,6.467415917832645,612152800
2010-01-21,6.261573314666748,6.419264135504842,6.23569303614258,6.38224937460997,608154400
2010-01-22,5.951007843017578,6.244420251453119,5.9332530208638214,6.222753172780519,881767600
2010-01-25,6.111105918884277,6.160157990546616,6.024436397148507,6.094253523041011,1065699600
2010-01-26,6.197474956512451,6.431302317713258,6.096360573968853,6.197775899349655,1867110000
2010-01-27,6.255856990814209,6.337109150378845,6.0045749318299,6.224860278743567,1722568400
2010-01-28,5.997352600097656,6.184234090635702,5.9795977756648,6.1670811518983895,1173502400
2010-01-29,5.779777526855469,6.084926817002744,5.725308063759404,6.051222013576542,1245952400
2010-02-01,5.8601250648498535,5.898343997641952,5.756904093106256,5.789104169775881,749876400
2010-02-02,5.8941330909729,5.9079764654391855,5.819501254989006,5.895638207381755,698342400
2010-02-03,5.995546817779541,6.024737871610872,5.850796525367367,5.873366836685999,615328000
2010-02-04,5.779477119445801,5.969668227613342,5.765031858963543,5.920314391218215,757652000
2010-02-05,5.88209342956543,5.89834434204499,5.743362002184347,5.796929021216515,850306800
2010-02-08,5.841769218444824,5.9549213272537,5.8381579039905835,5.88901644563536,478270800
2010-02-09,5.904062747955322,5.94348505576787,5.860727781315687,5.910984031684571,632886800
2010-02-10,5.871862888336182,5.916402032892487,5.845982604178523,5.8950346865672,370361600
2010-02-11,5.978695392608643,6.0111968229811845,5.839963934467913,5.864640849689512,550345600
2010-02-12,6.030153751373291,6.068071738952187,5.883296885650015,5.96184094409821,655468800
2010-02-16,6.121039867401123,6.129766811284113,6.064463797363377,6.077102999652842,543737600
2010-02-17,6.095458984375,6.148423323825495,6.044600039695561,6.14481200928308,436396800
2010-02-18,6.1068925857543945,6.13578269356226,6.0464042866564025,6.067770422462959,422825200
2010-02-19,6.0689778327941895,6.115021303445088,6.052125428330551,6.074696150995713,415469600
2010-02-22,6.03135871887207,6.093953629779706,5.994343951639114,6.08913894570441,390563600
2010-02-23,5.930244445800781,6.0587442399448355,5.8896183633487045,6.018719641445511,575094800
2010-02-24,6.038583755493164,6.062056503312437,5.953719044253043,5.965455819955693,460566400
2010-02-25,6.078906536102295,6.104786817558812,5.9251283562312675,5.939874154055496,665126000
2010-02-26,6.15775203704834,6.174303493267834,6.078907013299251,6.090342440678554,507460800
2010-03-01,6.289261341094971,6.304608623247241,6.182729578466092,6.191757462401463,550093600
2010-03-02,6.285048961639404,6.344634048053501,6.251644701876662,6.317549589125614,566546400
2010-03-03,6.2994914054870605,6.3157423177666505,6.257661960679383,6.28775543909299,372052800
2010-03-04,6.341021537780762,6.347341337824556,6.278426628439884,6.297988316082593,366041200
2010-03-05,6.588992595672607,6.6115629061473635,6.458988105561123,6.468317333298392,899620400
2010-03-08,6.592905044555664,6.623299065916412,6.5679271907112815,6.620891924997233,429889600
2010-03-09,6.711474418640137,6.771059499877591,6.55709434208007,6.56973354085879,920259200
2010-03-10,6.766242980957031,6.785503320606141,6.716889967777388,6.73584896282668,596218000
2010-03-11,6.786105632781982,6.786105632781982,6.720502097923959,6.738257726756623,405700400
2010-03-12,6.819209098815918,6.85321443555439,6.793629358308343,6.84238049293303,416323600
2010-03-15,6.736149311065674,6.786103803657306,6.628112861846316,6.78249329387738,493502800
2010-03-16,6.754507541656494,6.770457110827818,6.696126236242051,6.7463824865430695,446908000
2010-03-17,6.744575023651123,6.814692679586163,6.718995691973115,6.768047755954489,450956800
2010-03-18,6.760528087615967,6.771060688147811,6.699136936587427,6.743975825026897,342109600
2010-03-19,6.688302516937256,6.778282430330894,6.657606744547779,6.764740402337453,559445600
2010-03-22,6.763535976409912,6.801153431495038,6.6251054774418225,6.634735648802588,456419600
2010-03-23,6.8721723556518555,6.884811953394628,6.743973132160503,6.790317520298413,602431200
2010-03-24,6.9025678634643555,6.927545716837759,6.8465933000509835,6.850505958677085,597780400
2010-03-25,6.820714473724365,6.9507193946741275,6.808676757825542,6.949214278393854,542284400
2010-03-26,6.948612689971924,6.980210486525643,6.877892319597145,6.8899300346190095,640875200
2010-03-29,6.993451118469238,7.037989860139587,6.970279722599785,7.011809035536611,540744400
2010-03-30,7.0975751876831055,7.146628475945356,7.049425129865078,7.120145502173249,527310000
2010-03-31,7.071993827819824,7.120445219239377,7.055743719396329,7.0867404275468315,430659600
2010-04-01,7.101187705993652,7.184245545236783,7.0042864917503636,7.144522685016904,603145200
2010-04-05,7.177019119262695,7.177621004746571,7.065070830017991,7.071391029391404,684507600
2010-04-06,7.208621978759766,7.2296871795977955,7.132184084164729,7.168296431019854,447017200
2010-04-07,7.240520477294922,7.280244135642127,7.182138359554928,7.208921875277468,628502000
2010-04-08,7.220956325531006,7.268805018569674,7.163477464257496,7.235702118847874,572989200
2010-04-09,7.276330947875977,7.2793411801775445,7.236306751334545,7.2654978080848815,334182800
2010-04-12,7.291378498077393,7.314851239783849,7.276933239435994,7.288669610289222,333026400
2010-04-13,7.295589923858643,7.306725211038815,7.255866271467978,7.278437386883773,306210800
2010-04-14,7.393698692321777,7.397310007970204,7.344947538240094,7.381360432316006,404076400
2010-04-15,7.490900039672852,7.494210010017059,7.388280512385666,7.396405569474833,376784800
2010-04-16,7.445153713226318,7.557703897596485,7.359387033390334,7.48036281167112,750545600
2010-04-19,7.435224533081055,7.459901041524324,7.27572804772452,7.434020761762571,566924400
2010-04-20,7.360593318939209,7.500829482260532,7.311540836422376,7.47946294024618,738326400
2010-04-21,7.80086088180542,7.831857588477017,7.695833853351203,7.788221284179164,982391200
2010-04-22,8.01904010772705,8.027466507110002,7.7099786465520355,7.771370181327863,793424800
2010-04-23,8.150248527526855,8.190874607669185,8.034990226339765,8.064782363676516,796955600
2010-04-26,8.110219955444336,8.1992965818966,8.070796864418512,8.18184270927219,479068800
2010-04-27,7.88572359085083,8.060266380685551,7.839981896677252,8.043113044474083,709343600
2010-04-28,7.872481822967529,7.9447056674966285,7.716296162047379,7.92213616809807,758402400
2010-04-29,8.084343910217285,8.125270530709297,7.8848232200794355,7.915217242597978,558840800
2010-04-30,7.857141017913818,8.142427743553739,7.854432932764638,8.104509729948628,542463600
2010-05-03,8.015429496765137,8.061473352782082,7.911004332788278,7.939894847492478,454342000
2010-05-04,7.784609317779541,7.9233411246845895,7.726529371093243,7.911304217254543,723819600
2010-05-05,7.703662395477295,7.768363926074698,7.485182629463675,7.6145856906584815,883103200
2010-05-06,7.410548686981201,7.771671275360823,5.996149002978809,7.6386577471224,1285860800
2010-05-07,7.097874164581299,7.42017709159641,6.7773776980565374,7.3341098565615255,1676018400
2010-05-10,7.6434736251831055,7.663335857860547,7.479162809144676,7.530924187687868,984306400
2010-05-11,7.719611167907715,7.821026111112411,7.538447562796591,7.578772303610635,848906800
2010-05-12,7.88723087310791,7.918528126408091,7.78521405792408,7.801463364904924,654379600
2010-05-13,7.7749810218811035,7.97480223070866,7.715997033378029,7.921235212907609,599712400
2010-05-14,7.638358116149902,7.718407326771623,7.50835398731005,7.678683664384798,759362800
2010-05-17,7.650393486022949,7.709377477452184,7.45448412230176,7.6648387419449655,762834800
2010-05-18,7.594420433044434,7.780699643481458,7.531223236091717,7.733452819886079,782678400
2010-05-19,7.47344446182251,7.611273089169083,7.368418207233664,7.508353032987832,1025726800
2010-05-20,7.155054092407227,7.338323868814966,7.1084083523281265,7.279038529002818,1282915200
2010-05-21,7.292280673980713,7.357884606984952,6.96215320366707,7.006390596480349,1223891200
2010-05-24,7.425899982452393,7.55048798836947,7.410853634266174,7.441549020295718,754238800
2010-05-25,7.379552841186523,7.425896439361431,7.136998495447519,7.202902979800464,1048006400
2010-05-26,7.346146106719971,7.58749740315473,7.335312166263448,7.5258053364889745,850654000
2010-05-27,7.624212265014648,7.640463178787095,7.496615711959011,7.5414549908784965,666282400
2010-05-28,7.730448246002197,7.806284287101818,7.6242173587771145,7.805983745846241,815614800
2010-06-01,7.849313259124756,8.003091449212699,7.793038147940064,7.815006575607737,876472800
2010-06-02,7.943203449249268,7.9687823801055595,7.8342637703389295,7.960957867845571,688548000
2010-06-03,7.9182281494140625,7.991355259344417,7.836673835366834,7.980219971135441,650106800
2010-06-04,7.702756881713867,7.88151210563598,7.662732689713576,7.770467011172467,758304400
2010-06-07,7.551686763763428,7.798754805491856,7.539949591354,7.7728745251537745,886942000
2010-06-08,7.503235340118408,7.637753960481926,7.39249079939416,7.620901163517424,1000770400
2010-06-09,7.318762302398682,7.580577765385952,7.2973965650190955,7.567636820795879,854630000
2010-06-10,7.538748264312744,7.5528913753194775,7.288669936208853,7.368117255117473,776356000
2010-06-11,7.6290283203125,7.6395609184163575,7.444253425767223,7.470133707642011,545759200
2010-06-14,7.6522016525268555,7.798757243495897,7.644076595198969,7.702759261248445,602960400
2010-06-15,7.815003871917725,7.819818956161054,7.688911665844744,7.6931248645576575,585074000
2010-06-16,8.04251480102539,8.057561141350504,7.843294633573966,7.857438547057321,783678000
2010-06-17,8.181547164916992,8.212543879461212,8.110224908432608,8.14332782132335,872855200
2010-06-18,8.247753143310547,8.27574123591474,8.16800528060877,8.192983140507595,784621600
2010-06-21,8.130387306213379,8.396414368636755,8.08705233749172,8.356690714274047,776490400
2010-06-22,8.241130828857422,8.304929100640834,8.170411273885898,8.190272696767282,717262000
2010-06-23,8.154462814331055,8.265508733924092,8.062075354278866,8.26310119075753,768457200
2010-06-24,8.095179557800293,8.221572367273579,8.06809469555383,8.155365729812555,714277200
2010-06-25,8.025962829589844,8.133397432013187,7.999179314258042,8.12707803313622,549942400
2010-06-28,8.074110984802246,8.11774729163325,7.96035701031911,8.032882220516004,584948000
2010-06-29,7.709074974060059,7.956444319442317,7.652799878367864,7.948318462414765,1133344800
2010-06-30,7.569443702697754,7.763246111643778,7.523701988394163,7.725328109269841,739452000
2010-07-01,7.477659225463867,7.667851151111858,7.319367252377989,7.652804003676899,1022896000
2010-07-02,7.431314468383789,7.551387873779951,7.318763430161895,7.538145582500732,693842800
2010-07-06,7.482171058654785,7.607660606626331,7.407839382655707,7.553492502672322,615235600
2010-07-07,7.784308910369873,7.7873191420716825,7.515875154675547,7.538143315564187,654556000
2010-07-08,7.766853332519531,7.911603980706668,7.670554064615606,7.898964385382513,738144400
2010-07-09,7.812899589538574,7.821325185444288,7.678681494111204,7.730743399875962,433322400
2010-07-12,7.742782115936279,7.88000885393526,7.669655005560534,7.780098229215458,562878400
2010-07-13,7.577568531036377,7.715999048566162,7.415965812355529,7.713592308988987,1190924000
2010-07-14,7.6055521965026855,7.697939622182202,7.493303350674304,7.504739980046317,812047600
2010-07-15,7.56703519821167,7.733151642432821,7.442146721283153,7.470134006048144,824866000
2010-07-16,7.520390510559082,7.672964932690515,7.475551227373948,7.6190973632173655,1039858400
2010-07-19,7.390386581420898,7.51978962466432,7.210427538999839,7.51978962466432,1024478000
